ques,skill
2199,22
14842,55
13788,86
2354,29
14814,49
2411,84
7086,21
623,51
1709,84
14515,116
4219,118
13660,24
4384,33
2297,29
4043,74
2577,51
8600,51
8863,18
6830,30
2856,118
6800,29
12264,21
13821,11
4380,85
8786,29
13626,11
11943,95
11097,20
318,62
13039,50
13683,86
4670,18
12901,61
5462,30
5927,64
13308,17
10238,52
119,54
14742,15
5087,79
1869,112
13706,50
12155,74
7393,92
6198,102
4312,33
4754,72
3146,61
6021,28
8487,28
9597,5
15225,42
12900,74
14765,55
10907,53
12374,113
5451,105
10968,5
354,84
4587,54
6862,56
2537,74
3863,99
5954,64
7824,1
530,51
5152,74
11139,70
14090,111
3246,99
10465,29
11993,53
937,51
222,71
5802,28
14499,100
11376,17
12363,113
47,24
819,51
2945,108
4482,41
7492,38
1982,2
7606,58
13711,74
2405,84
6989,28
7914,27
8042,84
249,84
4321,96
5703,93
14475,76
14660,64
6128,49
1622,84
13549,86
13863,116
9249,121
10165,59
8385,58
9173,65
13576,86
11232,71
6770,28
11100,70
10811,29
9420,85
12918,62
3120,107
12352,27
1431,95
9225,65
15034,55
3490,85
12358,97
10168,111
7656,84
9176,121
13116,85
8333,28
2541,71
5479,112
10026,117
12570,113
2751,84
9335,27
9699,103
12590,116
12803,5
1776,113
2262,99
5146,79
1002,62
5586,118
5934,28
12418,61
15361,119
149,29
3452,22
3732,64
11237,13
12575,113
1349,84
176,85
13504,37
13813,37
9637,54
8083,23
10083,90
6142,18
10782,59
632,62
12575,6
4405,53
14341,112
6205,115
7087,21
6963,27
10886,21
10700,56
5448,73
12408,111
4509,23
10468,44
14140,97
8564,51
4462,41
1248,119
3390,38
12592,37
1552,95
1951,105
2574,51
9646,30
10072,7
4495,85
13519,21
7674,92
15331,52
10477,59
13324,37
12554,97
973,51
4826,71
5875,64
15493,22
14562,90
7879,52
855,51
6706,109
8991,60
5533,114
14082,51
7266,21
11445,93
3147,61
1367,84
3051,96
1557,4
10148,90
6083,28
11981,59
14314,97
8246,28
7336,91
13194,32
8431,16
332,99
4039,2
5486,61
10618,85
5220,105
11947,4
2677,87
6106,86
7208,21
7426,116
645,51
2548,29
3213,27
9483,58
9678,56
227,28
4774,88
5864,28
8866,24
10623,85
12549,93
3156,27
8562,67
10803,51
10452,67
3753,79
9416,118
12690,37
1906,27
2582,37
1963,96
8157,118
12943,50
9060,85
13112,118
2723,113
12454,37
344,62
12296,67
12866,61
9478,29
9553,92
8614,28
9097,54
12689,116
2301,54
5565,118
8315,103
15135,119
7478,93
13654,61
15524,22
10873,21
4934,79
14646,64
8898,58
8675,111
11152,70
7364,92
4118,24
4853,53
3596,96
14954,49
12534,113
40,53
6362,28
3524,27
5929,28
6405,96
1891,113
2361,99
2418,84
14498,58
15391,100
14673,64
969,73
5112,79
3908,48
9993,23
11337,17
6310,54
301,116
1098,22
4406,33
3352,74
10654,121
4467,53
10887,21
14554,116
224,15
9429,118
3291,79
13410,85
4704,24
6441,54
8755,27
4463,33
1960,84
3850,88
5535,23
14460,110
186,71
14772,82
11038,18
3546,51
8527,111
3442,64
3685,4
5648,112
11399,15
11032,71
12262,61
1050,119
12518,97
756,84
4021,2
1457,95
13793,37
13243,68
2449,76
4466,41
6356,37
3745,64
954,51
1362,84
2848,118
4385,53
14795,49
12598,56
10994,56
3138,107
7110,21
14478,6
13314,32
11355,17
6503,116
11901,38
8449,120
10233,16
849,73
3660,59
4148,67
7712,84
15369,52
670,73
7029,28
1020,22
2088,73
8887,67
6928,27
8763,81
11971,72
12294,67
14300,97
4313,53
12217,72
11857,81
11690,72
10794,5
1229,119
1708,84
2583,37
12752,37
2401,119
720,73
15506,22
1661,84
9611,28
982,73
2600,51
6189,71
7440,21
9399,85
4413,67
10137,116
12867,61
13916,32
14865,55
2457,54
5361,81
10837,18
4403,85
13427,21
9915,59
14547,93
13193,21
3179,118
9392,28
1181,22
631,67
3472,22
6511,29
2443,84
13393,118
14171,116
12023,59
4854,33
6282,93
6373,28
2841,73
7392,92
4753,72
9321,27
11092,55
3715,99
4848,74
155,85
246,22
5185,77
6007,28
10565,81
13269,68
7981,29
448,72
10004,81
7350,116
12443,97
5085,53
2944,108
2675,66
4468,41
2125,29
5554,28
1820,0
7130,74
9126,54
10450,53
6898,30
11660,74
13781,74
14481,97
6719,28
14598,82
14987,49
14659,64
7724,103
150,37
13643,54
13535,108
5398,68
15046,82
11522,22
5720,2
9581,29
13814,61
287,116
11764,37
12263,61
8522,28
11015,55
14246,110
14753,116
500,89
11822,4
6465,27
1782,112
662,51
8107,23
10231,20
14249,43
9804,74
7510,74
7187,21
9992,68
5853,28
2527,93
7111,21
2740,66
2636,51
7737,103
10079,81
13007,74
1107,22
14211,112
78,84
557,73
4604,108
4864,67
4975,79
9452,67
10633,56
13912,9
3940,74
4870,41
6336,54
10639,118
13138,118
2696,119
12551,97
590,51
148,2
3698,4
13741,50
13415,95
5667,38
6611,109
6707,86
14549,38
15635,23
7816,80
4546,68
15403,83
4532,23
9545,65
13560,18
1462,22
15631,67
9569,91
9370,28
10719,90
7555,21
11425,111
14980,55
63,119
9346,5
14862,55
110,54
1840,113
6016,28
369,72
13347,37
2458,91
8435,28
11663,66
9706,103
13076,21
3422,73
4427,41
14125,110
4855,41
5281,50
3119,107
7588,58
4598,50
10191,28
14048,5
1883,34
7507,74
10291,97
8639,63
1940,27
4592,71
12345,118
14219,70
8700,63
11069,18
13973,59
2424,91
15127,119
8383,58
6515,5
9544,116
7935,27
7683,92
6984,28
8728,97
14299,37
14372,116
2439,119
15515,22
5718,2
12225,76
14295,17
4730,23
14751,16
2737,84
13976,111
14147,6
14951,49
8814,84
4217,41
10447,49
10014,59
13905,72
5309,72
1497,95
14613,64
9880,59
14845,55
8071,16
9340,27
8328,28
6955,56
14052,24
6570,86
5497,73
3534,29
7511,71
10226,20
13728,86
13178,21
14801,49
610,51
1089,22
5982,64
9609,116
10764,59
6149,18
8603,51
5051,6
6334,22
10098,90
4654,97
5744,85
11438,79
8088,23
12267,21
3808,61
14307,59
14484,49
2869,51
5392,73
1681,84
3662,59
13558,18
14672,64
8940,30
9254,56
9651,28
13756,113
11028,85
6555,18
11213,111
14117,24
3182,79
1610,84
6494,5
10971,5
6423,27
9381,28
451,113
4998,79
6047,64
10173,16
11564,22
6285,22
5059,79
12370,97
11199,61
15384,83
7134,53
13276,93
3441,64
4210,27
6027,28
15649,113
822,51
4432,33
8962,45
14154,110
4200,29
6507,27
13641,49
13256,17
3128,118
3148,73
2482,84
4428,53
1120,22
13010,32
8318,90
8446,111
14281,97
3541,22
6180,18
6308,47
10125,111
336,93
5144,5
8021,29
1719,105
5808,28
9062,85
13485,17
14102,113
7408,116
9056,30
14923,82
5747,33
6146,49
2350,22
13080,61
3976,2
10722,97
8687,97
616,51
3109,84
11576,120
11511,120
15245,10
9497,28
12216,72
7578,84
8148,118
5381,107
1370,119
8809,84
9251,13
7493,71
4872,53
13356,32
9901,59
2528,38
1252,119
2329,59
13089,19
15407,83
2207,62
10789,87
14779,9
11615,95
6139,86
89,119
2486,99
2657,95
9844,59
12829,81
8086,23
7834,52
12833,22
8090,90
14077,27
7098,32
13199,67
10860,108
9064,53
14888,55
411,6
14965,55
6795,64
5940,28
8433,90
3397,28
8808,58
1593,119
4649,71
8567,51
14361,74
14798,49
11932,81
15410,119
5056,79
4563,49
1915,108
4364,6
12909,37
279,116
8584,51
2561,51
212,73
8476,97
11358,17
15153,119
3909,2
5356,73
13867,112
5161,77
1938,108
12804,38
6010,58
6244,37
15078,43
13435,18
15172,36
12885,61
10047,58
7444,32
14028,5
14264,36
5540,23
14626,64
10236,97
10379,59
1203,118
1041,119
10202,49
10436,56
103,54
1540,95
11721,4
10369,97
2712,95
5227,77
12922,50
7960,62
3639,95
1843,6
2077,51
5601,112
6495,5
1478,95
3567,96
6978,97
12257,59
7225,32
7353,91
220,97
8650,97
719,73
6162,18
8950,60
558,73
10705,90
12556,61
173,85
13002,93
12988,24
10240,97
13719,18
514,51
4912,74
12195,74
921,51
6384,29
5786,28
1131,22
7044,27
11360,17
11484,3
13149,11
3974,2
1781,112
10553,79
608,73
7723,15
13159,118
7590,58
10069,18
12067,4
14701,64
11203,5
15086,98
11801,112
1942,27
11250,24
4560,67
8768,81
1382,116
6902,29
8369,58
13081,53
1979,2
3741,47
6228,68
8554,118
9775,81
1639,84
11777,24
8129,118
6754,28
9133,56
15389,83
8773,81
6298,54
12655,21
5035,67
4034,74
7518,74
4665,66
9575,92
12416,67
14832,110
14818,49
90,120
11127,49
5101,79
14253,112
15412,10
11529,81
4053,48
2880,73
848,51
6786,37
9517,116
9996,23
10415,90
8529,111
9342,27
9730,103
194,93
4778,5
11967,72
4393,33
13147,67
14034,97
8725,97
10338,85
6126,18
10218,18
10766,59
3583,22
7986,29
2335,88
1498,4
2852,118
2339,29
3830,61
877,73
4389,53
4835,93
716,73
5039,79
5135,112
5746,33
6943,30
13655,24
2150,73
10324,23
1755,84
9634,18
8919,28
11899,108
4783,74
6430,118
9260,56
10160,118
12174,76
1825,6
11889,22
7027,86
11082,86
9600,29
3279,79
10883,27
15150,119
2733,87
5042,67
6561,86
994,73
957,51
8685,23
10112,120
3387,38
1318,84
1156,119
7127,32
12140,48
1038,119
762,76
11466,3
10527,65
3667,95
14347,36
13904,72
9448,85
10413,90
8112,23
2903,73
6476,37
410,72
6847,54
8041,119
12096,37
13154,67
14612,64
15433,36
12082,72
4434,53
5797,28
6837,108
7192,21
11181,85
225,95
7116,21
5530,97
1759,73
8243,16
8846,37
8974,30
15044,82
10644,65
2508,38
2,1
9608,116
629,62
2185,29
4771,95
10251,97
8636,97
4919,79
13383,71
6974,30
1279,84
3884,74
4980,79
10097,90
12418,111
2603,51
5317,72
4231,73
14655,64
15195,119
10928,75
4292,73
7339,68
391,6
8441,120
8569,51
13045,61
13817,76
4140,5
2037,73
6765,28
10321,118
8855,15
3580,96
8598,28
11095,70
15346,72
7254,32
4429,33
12660,76
6195,115
4092,11
7210,74
8835,99
9114,54
5937,85
6906,5
7385,32
11436,17
1818,113
7334,91
3522,88
7006,56
5913,28
5677,11
8878,54
10690,71
13091,27
7104,32
4817,73
5514,113
8905,116
9846,59
2659,87
6088,86
11351,87
556,51
7522,74
8217,90
1419,119
3623,51
6530,54
8634,66
3531,27
11758,79
12926,93
11270,27
12692,37
5207,77
1395,84
3086,107
8948,45
7765,111
8563,73
10561,67
11321,17
6294,54
1082,22
3831,61
4356,113
4451,53
9659,45
9741,103
8914,28
137,37
9289,56
9768,27
13451,38
6520,116
6250,37
8539,97
8890,85
14011,110
7649,23
9004,45
7450,32
10523,56
13298,17
13855,49
3190,73
1674,84
12791,76
702,89
2700,87
10841,86
12236,67
9155,56
13649,114
7365,68
15060,55
199,65
15600,36
10799,85
7247,32
2034,73
6852,56
13379,38
8410,16
7516,71
4911,37
4237,118
12434,3
12562,76
9455,67
13915,25
8248,90
14495,58
1288,84
10319,97
41,93
3839,59
98,22
577,51
1972,38
5859,28
8561,53
9250,121
9354,56
9981,23
8847,37
13701,86
14237,36
1854,6
2894,118
2200,30
7317,116
13455,27
13583,86
12144,95
10474,45
3514,67
14744,37
4947,79
15490,22
10141,120
14284,80
4383,67
6114,37
4259,113
4866,59
14451,52
14983,55
7140,32
5170,77
7296,32
9349,5
8593,28
4487,33
12608,79
10801,29
13866,112
14849,55
2028,51
15519,22
2158,15
6428,27
6086,86
7832,1
5962,64
8337,23
2474,54
3007,96
6617,86
13106,85
14625,64
3456,22
5327,86
7325,92
11190,56
1064,119
10496,84
3409,74
7035,56
8518,97
11730,37
13842,24
7021,5
12304,118
8256,16
9305,27
3566,96
12840,72
1795,112
12917,38
4248,11
5478,113
9694,103
7661,53
14097,110
14440,80
15650,37
1771,113
2241,99
10055,90
12128,111
14668,64
671,51
4116,2
8026,29
766,119
10421,23
11635,81
1946,31
5448,51
13732,86
7230,37
12730,18
1743,108
7367,116
9793,24
12750,81
13614,86
10373,37
11108,70
9110,54
7267,32
9039,84
12157,93
523,73
11911,100
2288,96
3081,107
4485,85
10282,97
13509,21
14549,37
5467,31
14767,82
5359,37
1888,0
9123,54
6217,118
10946,11
80,119
7133,32
13000,74
14558,92
15550,22
801,73
6648,86
878,73
1357,84
6449,91
493,85
10814,18
1988,74
6881,56
7541,84
4295,96
13697,85
6079,18
15037,18
12203,72
6264,38
6246,74
2711,119
6539,54
10067,37
4507,112
12479,113
5010,105
8421,97
8259,90
6246,37
3392,28
7625,58
15174,36
3023,54
14195,70
8842,71
4241,61
1404,119
11224,38
2724,113
6923,29
9753,103
6320,54
10751,59
10066,38
10361,85
5256,79
10475,45
15501,22
8699,97
10156,59
7573,28
9040,99
2591,112
5252,27
5545,23
13982,74
2049,73
4726,72
7260,32
9144,65
11382,61
11671,26
330,54
10451,53
3862,2
2173,50
340,99
15618,52
4108,24
14717,11
2756,87
2685,87
7216,21
7525,21
12524,113
4098,2
14968,55
6590,18
9316,29
12335,59
1881,113
5986,28
6220,27
14250,36
4279,118
4481,59
8846,114
7330,116
8623,63
13596,86
5607,4
6230,68
6143,86
11000,56
4899,93
443,72
7178,32
4424,59
8074,23
13258,61
619,51
8367,58
8027,29
7919,27
4909,108
6836,108
10355,92
11846,72
5635,22
13933,44
2920,118
4457,53
7153,32
13609,86
13960,96
7139,21
15593,119
13434,37
15043,82
1815,0
9220,121
10046,37
2470,54
4875,53
6893,30
4989,79
10985,70
13406,71
15532,22
6977,67
10810,27
2929,73
14654,64
452,72
4358,28
7480,38
699,89
10981,18
11160,70
15157,119
11075,85
12124,72
903,51
5715,2
11223,53
5012,105
13504,74
2483,54
5511,113
8332,16
12313,85
9864,59
1818,6
12693,49
8285,16
367,44
15345,72
1808,112
9746,67
6460,29
8678,97
10511,30
14785,49
533,67
14681,64
14230,72
134,22
2046,51
5895,28
2160,71
15099,22
12295,67
3521,88
1106,22
9626,116
10487,28
3032,59
10581,87
13870,18
14291,59
15240,42
7276,37
6247,37
2344,29
11583,120
13104,53
6696,49
13589,18
10895,90
3646,59
3497,96
4319,61
10732,52
4575,71
8924,30
12189,72
2933,118
13640,86
8559,53
14719,79
4792,15
14200,110
12526,97
5183,77
14400,37
9213,56
1926,108
7146,32
10888,27
12392,5
8020,58
2630,73
9764,103
10823,85
2724,6
4446,67
4393,85
2396,119
9179,121
11383,61
11548,22
11747,65
13417,21
6092,18
4550,45
14779,8
2639,90
10371,69
1450,95
6125,86
7958,99
12478,38
1527,95
7416,28
11561,22
4412,53
5997,28
240,85
12444,97
2666,23
6164,18
8895,67
8737,97
6150,37
5792,28
1426,119
3833,61
12960,15
1308,119
5488,67
10802,5
6918,30
7900,84
13064,61
5670,108
15230,100
5727,85
11813,66
9728,92
600,51
7273,32
6244,38
13653,86
12567,75
11314,59
1611,84
13344,67
12352,29
7662,93
3140,96
9885,59
13900,72
2973,71
9946,59
6789,37
13130,4
10060,7
13244,28
9828,59
9072,60
2545,2
12694,37
6489,91
6968,56
14517,10
14872,55
120,54
10221,20
6903,56
6461,5
3281,79
2507,74
5961,64
55,80
3006,96
7207,32
12870,93
7177,21
11592,22
14013,9
13025,4
15336,83
8649,63
5212,77
13638,86
722,62
9998,23
14178,59
4187,118
1828,0
1956,93
1889,22
6963,29
10279,97
12171,37
12232,85
6655,49
14667,64
7732,103
13358,32
13452,29
13176,118
6801,27
4542,71
5728,2
4823,50
10737,59
205,54
2496,54
8750,81
11905,66
8716,97
4685,45
5049,113
5457,28
10791,27
4860,53
15440,22
11681,19
2061,51
11559,22
14710,64
1656,84
7679,92
14586,82
13954,29
8213,90
7195,21
6022,28
4551,45
7346,91
2320,2
6924,5
5409,51
7171,28
9849,59
12014,67
636,51
1115,22
15003,86
9275,65
6193,102
787,51
6175,18
8192,90
13920,25
14420,76
15359,83
10965,55
156,2
7184,32
15353,14
9051,30
14205,120
13527,108
9550,116
12269,32
4042,2
3971,2
3611,59
11396,38
2268,29
3672,59
843,73
7905,27
4952,79
1289,119
15106,119
4881,53
4645,84
1717,31
12984,67
1721,84
1080,76
4227,71
2585,118
1599,95
6909,5
3088,107
8146,118
3587,67
7288,114
4573,74
198,62
6676,73
373,44
4796,38
6480,18
966,51
15396,42
12695,37
1123,76
6177,22
4600,71
12885,111
15585,119
832,51
12396,108
13374,61
5935,28
9326,27
10169,90
14380,37
12567,111
7279,18
4677,118
8485,97
9183,94
2333,27
14474,49
93,95
2091,73
5726,2
6253,37
13291,118
2152,73
7082,21
1350,119
13224,61
12186,74
1216,119
11754,72
6920,87
528,73
2798,51
14507,72
4908,108
5606,31
15063,55
13514,21
13695,86
5472,31
2318,2
6997,56
6670,86
8450,28
13001,15
9927,59
4570,86
266,76
4870,67
4965,79
3447,96
14282,97
3930,74
14853,55
2298,51
2702,87
12797,37
12983,24
12602,53
4618,11
4418,53
5781,28
1823,112
5946,93
81,84
8274,90
7100,21
9683,68
13755,80
5510,2
14183,48
13741,93
14680,64
613,62
3754,62
29,93
6117,37
2175,73
5604,72
6958,30
11245,24
13265,61
6928,29
2587,51
3375,74
6559,49
10339,85
13214,118
4313,59
8454,120
7717,92
3261,79
13323,18
4195,59
3925,24
14172,37
312,62
3929,93
5709,108
6749,28
11501,120
7788,103
3017,67
398,44
113,54
4878,53
5432,23
4440,33
8615,28
9098,54
4123,84
4251,27
12425,97
14533,80
12700,61
13018,32
8255,90
15576,14
7530,21
658,51
307,99
6363,28
5930,28
540,51
6353,102
947,51
5622,56
10441,65
17,74
3856,61
3984,2
10213,18
14788,49
1493,4
9211,94
7971,29
3316,37
8032,29
7924,27
4435,53
13677,86
1588,119
9397,118
13704,86
14056,97
7144,21
11898,35
7515,38
7073,15
12349,85
13302,37
8395,58
7501,71
8874,21
9758,81
6291,54
2115,29
13327,92
1331,119
6476,74
6442,54
7880,80
5369,105
7809,116
11894,95
9713,18
10625,85
11385,61
11917,44
7055,56
14726,37
1625,31
4610,53
6532,91
9581,27
11489,111
8461,28
5284,85
11740,88
5274,79
12452,32
4690,118
7386,91
514,73
2768,95
3139,96
12978,24
3230,73
96,120
3106,107
7594,108
7814,1
13899,72
3030,51
31,2
2963,118
4619,15
8645,97
5634,110
11366,17
15640,116
5711,108
10431,28
561,51
4666,110
5843,28
6136,18
7932,81
4537,50
3172,79
5151,37
54,80
14422,48
3196,85
13769,93
1510,119
6953,30
5491,118
6845,24
11061,38
7030,28
5548,23
6118,49
8774,81
215,71
1376,119
7921,81
8483,120
11631,4
14478,113
12720,37
12033,76
1851,6
2213,46
5188,77
2568,51
12247,79
13822,37
14407,74
4793,67
7579,28
4461,85
9612,28
7384,116
10862,29
14126,93
15503,22
12811,4
11752,65
6696,86
7394,21
2458,54
4879,53
13664,50
13836,18
4138,27
8048,58
13361,118
3872,73
10463,67
11991,59
12905,50
12648,37
14135,6
6654,109
3345,79
5287,105
8600,73
6496,27
8077,23
11704,19
12112,112
2084,51
11562,81
12789,37
13009,28
14585,82
14709,64
184,37
12644,49
7521,15
4568,67
7289,27
264,93
14756,55
5992,28
12004,53
655,51
1390,84
13702,86
5357,118
13568,86
14480,49
8656,63
13645,24
1077,22
11116,13
11230,29
8781,81
8909,28
11919,93
5043,67
11021,30
9141,121
13303,37
401,6
4416,85
9681,92
15305,52
6677,86
6842,23
13108,53
14391,43
12003,85
12970,50
9107,54
2955,108
5062,79
1720,84
9207,121
1018,120
4553,45
2033,51
4354,6
9529,81
14471,32
14475,37
15129,119
1032,118
13881,37
6490,28
6057,28
6134,18
7762,1
3767,51
7198,21
11171,13
13150,85
13282,53
13529,108
15266,10
7609,58
5375,59
5854,28
9410,118
11147,20
5047,76
1833,6
15486,120
2195,30
12769,95
10735,59
4235,68
4329,97
14996,86
4477,41
9358,121
14949,18
6451,54
3361,74
12185,74
432,6
7918,81
13135,118
11474,3
13281,85
6926,5
5155,77
11808,112
5562,73
12451,21
11702,19
12091,112
1060,119
10863,29
9456,85
14070,110
9736,103
1467,95
6232,54
8413,90
1490,84
1528,95
5558,53
4864,33
9371,28
4442,85
9803,49
7200,21
11739,26
13152,85
12167,76
7367,91
7495,38
14492,10
4324,17
4766,72
5121,79
2166,51
3087,107
6507,29
8436,28
8564,73
2516,38
14411,90
12763,37
8241,90
10259,97
10919,61
8068,29
5376,59
721,51
15270,104
1385,84
4111,2
4333,110
4775,27
7347,68
9437,53
11192,37
11327,17
14025,106
14880,18
4380,33
3821,61
1864,6
2668,119
4441,53
4494,41
6810,38
1280,119
7123,21
2212,29
6317,54
7751,23
9788,24
2434,51
9018,84
2454,54
4437,33
6526,116
1239,119
15516,22
12824,4
4191,118
1742,90
15,71
3227,11
8762,81
14993,55
14875,55
4336,11
4831,38
9725,92
14148,6
2467,54
12279,113
15529,22
14067,110
5029,79
13413,32
527,73
8353,29
13403,118
10304,97
1403,84
9341,29
12198,72
6296,28
1295,84
175,99
2871,118
1831,6
2030,51
9331,27
4341,72
10113,90
11329,17
1090,22
3269,79
4625,67
10394,30
10765,61
13738,38
11081,86
7199,21
2338,27
3515,67
6608,109
9749,103
3538,96
6433,118
188,93
13681,74
3012,79
4260,113
13060,59
15007,86
3410,38
481,62
13354,67
2978,90
13667,24
9120,54
10882,29
14136,113
14321,11
5123,11
14592,82
2172,2
11799,3
13890,32
3116,107
11826,95
6927,5
2661,66
12139,44
6542,93
10929,111
8418,16
6475,74
7487,93
8897,53
7808,116
1535,4
11950,4
15560,22
4595,17
4103,24
382,72
790,51
4400,33
4970,79
6414,27
1772,113
2242,99
4865,41
13923,9
15148,119
6028,28
4653,74
8262,16
11545,22
12992,93
9315,88
12907,74
4201,27
7628,116
9627,116
11773,72
12650,49
14013,8
13591,86
5330,110
3371,93
15009,82
2147,51
11625,81
14962,18
5026,79
2369,29
4311,59
6366,18
4082,11
5103,79
11175,85
11807,72
13861,37
7020,27
718,51
4381,41
3162,29
4770,72
10344,85
12394,77
4756,11
1150,22
4847,74
12740,81
584,51
6778,37
9029,84
215,15
14187,59
15038,86
3266,79
5410,24
14350,116
2492,76
10430,103
11298,59
11958,95
15527,22
10,37
13338,85
447,72
802,73
6744,28
1338,119
11155,70
13161,118
9498,28
9869,59
12032,76
12801,37
1220,119
3953,24
6241,38
8526,97
9930,59
10111,120
11701,95
13343,85
14990,55
9812,59
8199,90
14856,55
10205,20
12601,56
6887,56
3868,118
13740,71
14676,64
14933,55
11643,81
4845,72
3530,29
4497,112
10077,90
123,99
7085,21
3037,59
3516,88
10419,97
3520,27
12075,76
9479,58
13849,18
3398,28
12273,75
9047,84
10080,81
8100,23
2785,51
7976,29
8700,97
6035,64
9037,30
6562,37
4493,85
6809,28
65,95
193,2
6639,49
10864,6
13892,103
12863,103
10978,18
10870,108
14405,49
13786,86
189,54
2480,54
7506,71
10542,59
2120,29
12558,91
13375,24
1265,119
4284,45
10883,29
14214,20
10262,74
7759,80
12733,15
15558,22
222,38
13426,32
1589,84
1646,31
11722,4
7549,84
1008,119
6662,109
8132,53
4199,96
4401,41
8894,53
4937,79
117,54
8951,60
2461,84
13991,32
8992,45
13097,22
359,89
2357,99
4576,49
8281,90
9296,27
6159,18
11256,108
14156,112
10108,90
3073,107
5787,28
1132,22
5237,77
11006,56
5445,112
8017,29
1880,112
3713,59
12068,4
10725,56
11204,27
2191,29
9382,56
13528,108
9567,116
3656,59
4865,53
4443,33
4480,85
11508,120
12589,37
3233,79
12927,59
3310,79
300,62
6755,28
9489,87
139,120
3846,27
9509,28
8778,22
10806,29
12498,97
2569,71
15053,55
7580,74
12622,6
950,51
10629,85
14791,49
13334,75
4719,51
816,51
11098,70
3242,73
8497,111
8082,23
6393,29
6673,51
3005,61
8412,94
10410,68
11587,22
13827,86
498,37
12019,59
5643,22
3531,29
5936,28
3721,61
7161,32
4836,76
13617,86
53,37
3798,61
1912,108
7147,21
9697,103
4826,38
13110,53
12986,15
3450,22
4950,79
6682,37
5348,118
9085,67
5723,2
754,84
3854,29
170,37
3622,73
5234,77
4849,41
3166,85
12928,59
13484,32
15435,22
10499,53
11866,95
7959,99
10301,97
3341,71
9911,59
13446,108
14689,64
1262,119
7389,92
9715,18
5746,67
9759,103
5009,74
4422,33
7601,116
8738,97
10846,86
10917,56
6068,28
5262,79
13878,18
14348,36
12249,111
14975,55
1399,91
4402,53
11220,111
14161,110
6221,85
4479,33
1575,116
7773,103
6211,67
5798,28
12699,111
4583,71
151,2
4226,118
13449,11
141,40
10008,23
14204,59
14133,113
2328,85
4037,2
6804,27
12049,81
13809,37
15092,23
15163,119
3168,85
3021,79
8945,30
553,73
1985,68
4454,67
13425,21
335,71
7306,116
10507,59
13572,86
6813,68
11228,71
3814,79
4121,118
5550,23
12224,72
1051,119
1550,95
5160,77
13195,32
2977,90
8599,28
4705,112
11137,49
3462,67
1411,95
2087,51
14061,17
865,73
15232,42
4663,59
11646,4
2299,73
11926,74
12162,37
3756,99
13373,15
13481,37
6172,18
14759,55
10479,45
12007,53
9814,59
5914,28
524,51
13699,11
10810,5
3153,67
6289,91
7837,80
2332,88
3438,28
5735,85
11413,79
8079,23
13932,32
5515,72
6232,91
11332,17
4898,74
8342,51
9077,30
5259,79
11047,86
15673,92
6821,30
4058,24
8379,58
8507,97
11426,61
7931,27
11797,26
2099,29
12354,21
6550,108
6208,115
6778,93
9789,74
4139,67
309,62
3855,29
10359,79
2553,2
6807,76
4850,53
7670,92
9208,65
9826,49
11270,5
4087,4
2364,62
6469,5
6659,109
1662,84
3825,29
8111,117
7215,32
446,72
8735,111
5034,79
7185,21
13840,86
2468,76
13347,38
7464,92
13441,18
14455,52
976,51
261,93
4423,41
13873,18
13740,15
1836,0
3726,4
9336,27
2644,84
8269,90
10287,97
1883,39
2687,22
545,51
4464,53
11269,85
11984,59
12785,76
7204,21
3962,48
10760,59
13156,85
14675,64
9516,118
10647,121
2221,22
2386,87
8057,29
5860,28
7214,74
5736,2
10110,90
14057,111
11913,66
12586,6
11106,20
4911,74
9388,56
13440,17
14476,6
14922,82
2942,51
8791,27
11206,27
9991,116
2861,87
4146,67
12249,75
2096,95
9411,118
9800,23
4867,33
1446,84
12387,95
8594,28
4398,85
9150,121
444,44
8166,58
12966,15
5437,112
13074,21
9387,30
1109,119
758,79
1455,95
4112,93
4387,85
4027,48
6183,18
6419,27
8790,51
14542,76
15571,14
2068,51
2803,22
164,2
5925,28
7192,32
12628,49
11334,80
4383,33
10568,87
15280,36
10192,30
3979,2
8870,74
3177,118
10925,5
3433,28
1407,84
4889,85
5108,79
9989,23
9129,109
743,76
6276,37
10934,108
4504,100
14170,16
7466,116
10250,97
14375,11
14379,76
4871,67
10120,56
13989,74
15480,120
10539,5
135,71
2703,95
7101,32
3532,5
4652,50
5937,2
2017,51
8902,116
1999,71
9124,54
11507,120
15241,10
6252,74
1453,95
10035,52
775,119
6041,28
1514,95
9707,103
13239,68
9897,59
10210,18
2270,99
11402,71
15598,83
5966,38
13409,50
4367,6
5734,2
2961,118
6261,37
7182,21
8237,28
9840,59
11416,87
7090,21
11013,55
13798,76
6540,54
2843,118
10781,59
9076,45
5838,28
6131,18
11772,50
8867,74
12312,59
8105,23
3764,61
7779,72
4698,37
15175,36
13903,72
9042,28
7009,28
10808,118
11786,3
9655,18
6303,102
8667,97
12925,50
14139,110
6678,86
10651,56
5291,73
8134,53
52,74
10888,29
7574,28
9450,67
5253,29
7436,21
2272,79
9351,27
10432,56
7375,32
13423,21
9577,92
12145,116
12468,75
1849,0
5390,73
8714,63
14688,64
4958,79
12690,76
13098,81
14110,110
11618,95
14969,49
15629,67
7388,92
364,89
4659,110
9553,116
1271,84
7600,116
587,51
6781,37
1160,89
13748,90
11480,19
7023,88
10142,111
8038,29
5417,79
8456,97
4425,53
8580,51
10323,28
5014,79
6063,64
12723,93
9383,121
6301,54
5075,79
7796,103
9279,56
